txn_id,accm_txn_complete_time
221205041,2022-12-09 20:00:00
240304562,2024-03-06 08:00:00
220708223,2022-07-12 02:00:00
231408298,2023-12-11 07:00:00
240110513,2024-01-13 10:00:00
220909473,2022-09-12 17:00:00
220413355,2022-04-14 04:00:00
210215343,2021-02-17 07:00:00
201420887,2020-12-24 22:00:00
221813024,2022-12-15 22:00:00
230712899,2023-07-14 02:00:00
231215754,2023-12-19 13:00:00
230406418,2023-04-09 17:00:00
232006872,2023-12-10 13:00:00
200710081,2020-07-11 06:00:00
210405754,2021-04-09 12:00:00
200212390,2020-02-17 22:00:00
220206795,2022-02-07 18:00:00
200215137,2020-02-19 15:00:00
211808193,2021-12-09 11:00:00
210711892,2021-07-14 12:00:00
201405484,2020-12-09 17:00:00
221821957,2022-12-26 19:00:00
211608810,2021-12-10 15:00:00
220809099,2022-08-11 08:00:00
221015816,2022-10-19 15:00:00
220313842,2022-03-14 12:00:00
210114278,2021-01-17 21:00:00
212104186,2021-12-08 23:00:00
211217016,2021-12-19 14:00:00
201112334,2020-11-14 19:00:00
220915092,2022-09-20 00:00:00
240613482,2024-06-17 18:00:00
221114626,2022-11-19 21:00:00
231111359,2023-11-12 02:00:00
201511141,2020-12-15 04:00:00
231905900,2023-12-09 05:00:00
221006341,2022-10-07 08:00:00
201116740,2020-11-20 10:00:00
231716093,2023-12-18 14:00:00
210515237,2021-05-18 10:00:00
222014643,2022-12-18 08:00:00
232010301,2023-12-14 08:00:00
230314195,2023-03-15 15:00:00
211220013,2021-12-21 23:00:00
200212891,2020-02-17 01:00:00
202104172,2020-12-07 07:00:00
210304788,2021-03-05 20:00:00
222106374,2022-12-07 00:00:00
210812601,2021-08-14 06:00:00
222018349,2022-12-19 19:00:00
201817570,2020-12-19 07:00:00
220609405,2022-06-11 15:00:00
200816698,2020-08-17 18:00:00
240910906,2024-09-12 14:00:00
231211064,2023-12-14 11:00:00
211706927,2021-12-08 19:00:00
221420461,2022-12-25 23:00:00
230404271,2023-04-05 05:00:00
210404579,2021-04-07 03:00:00
210906424,2021-09-11 00:00:00
230321898,2023-03-24 18:00:00
201310059,2020-12-14 12:00:00
210715428,2021-07-17 02:00:00
200312879,2020-03-17 22:00:00
222010588,2022-12-12 03:00:00
241218261,2024-12-21 21:00:00
231808122,2023-12-13 03:00:00
221820898,2022-12-25 01:00:00
220715938,2022-07-18 17:00:00
211406139,2021-12-10 21:00:00
231913149,2023-12-16 02:00:00
210619338,2021-06-24 20:00:00
241306621,2024-12-09 00:00:00
221010984,2022-10-14 15:00:00
201606180,2020-12-07 13:00:00
201813382,2020-12-16 20:00:00
202011690,2020-12-15 22:00:00
230813710,2023-08-15 13:00:00
201916739,2020-12-18 23:00:00
221418954,2022-12-23 20:00:00
220606602,2022-06-09 19:00:00
220808023,2022-08-13 15:00:00
231206174,2023-12-10 13:00:00
230511934,2023-05-16 08:00:00
220317200,2022-03-20 07:00:00
200507035,2020-05-08 08:00:00
220707193,2022-07-11 07:00:00
211913692,2021-12-17 18:00:00
201614124,2020-12-19 21:00:00
221317984,2022-12-21 10:00:00
240213008,2024-02-14 15:00:00
210515150,2021-05-18 05:00:00
210201002,2021-02-05 06:00:00
231612435,2023-12-15 08:00:00
231715050,2023-12-18 08:00:00
201509992,2020-12-14 22:00:00
201906427,2020-12-09 17:00:00
200209155,2020-02-10 16:00:00
231416298,2023-12-18 02:00:00
210414616,2021-04-16 23:00:00
230116940,2023-01-20 15:00:00
230714287,2023-07-19 07:00:00
212004544,2021-12-08 20:00:00
241705600,2024-12-09 14:00:00
212005766,2021-12-06 02:00:00
210816172,2021-08-19 07:00:00
241912981,2024-12-16 22:00:00
201814238,2020-12-16 09:00:00
230714718,2023-07-19 11:00:00
221222406,2022-12-26 17:00:00
221304087,2022-12-09 11:00:00
230309567,2023-03-13 23:00:00
231704487,2023-12-09 10:00:00
232114451,2023-12-17 22:00:00
200408530,2020-04-12 08:00:00
201412017,2020-12-15 08:00:00
200104850,2020-01-06 03:00:00
241611036,2024-12-13 10:00:00
220125123,2022-01-26 23:00:00
211011658,2021-10-16 22:00:00
211108348,2021-11-10 06:00:00
211205535,2021-12-07 23:00:00
211912394,2021-12-16 08:00:00
210117409,2021-01-22 16:00:00
230812031,2023-08-17 09:00:00
200517098,2020-05-18 06:00:00
242011790,2024-12-14 07:00:00
210218445,2021-02-21 05:00:00
201916876,2020-12-19 00:00:00
220716045,2022-07-21 04:00:00
232013233,2023-12-16 01:00:00
211206937,2021-12-07 17:00:00
221223418,2022-12-26 22:00:00
201115962,2020-11-17 20:00:00
230606819,2023-06-10 03:00:00
211112391,2021-11-13 18:00:00
200411262,2020-04-14 15:00:00
240705650,2024-07-09 14:00:00
222006284,2022-12-09 05:00:00
222008685,2022-12-09 08:00:00
212007672,2021-12-11 03:00:00
240910603,2024-09-11 12:00:00
210109121,2021-01-13 02:00:00
201908982,2020-12-13 20:00:00
201104439,2020-11-05 04:00:00
232104530,2023-12-06 18:00:00
210617345,2021-06-20 02:00:00
210405954,2021-04-07 03:00:00
210813351,2021-08-18 13:00:00
200809055,2020-08-14 19:00:00
230907881,2023-09-12 07:00:00
220412065,2022-04-17 12:00:00
231006073,2023-10-10 14:00:00
220709137,2022-07-12 18:00:00
230109275,2023-01-13 09:00:00
230907725,2023-09-12 19:00:00
201607693,2020-12-08 19:00:00
210916496,2021-09-17 06:00:00
211604189,2021-12-06 08:00:00
240115696,2024-01-16 05:00:00
230221112,2023-02-23 05:00:00
210804789,2021-08-09 02:00:00
231707476,2023-12-09 00:00:00
230910570,2023-09-14 14:00:00
200511925,2020-05-16 15:00:00
211806909,2021-12-09 01:00:00
200506422,2020-05-08 09:00:00
230321887,2023-03-24 22:00:00
230306426,2023-03-10 02:00:00
200322444,2020-03-24 08:00:00
200708272,2020-07-13 21:00:00
210207489,2021-02-09 13:00:00
221819469,2022-12-20 17:00:00
231012791,2023-10-14 20:00:00
230314462,2023-03-16 08:00:00
221710950,2022-12-12 02:00:00
221916770,2022-12-17 05:00:00
232111160,2023-12-14 19:00:00
231411859,2023-12-16 09:00:00
201306195,2020-12-10 03:00:00
220414921,2022-04-18 22:00:00
230707392,2023-07-10 22:00:00
211506059,2021-12-10 08:00:00
200504477,2020-05-09 17:00:00
210405636,2021-04-09 14:00:00
240110188,2024-01-11 19:00:00
240609435,2024-06-10 13:00:00
201210280,2020-12-13 19:00:00
221510101,2022-12-13 00:00:00
231316883,2023-12-17 07:00:00
210207303,2021-02-12 18:00:00
210614397,2021-06-15 21:00:00
240610214,2024-06-13 18:00:00
221208190,2022-12-09 05:00:00
241704556,2024-12-08 16:00:00
220619638,2022-06-23 08:00:00
241104488,2024-11-06 18:00:00
210317457,2021-03-21 20:00:00
240911342,2024-09-15 02:00:00
201417259,2020-12-21 11:00:00
210512255,2021-05-16 10:00:00
221006259,2022-10-09 21:00:00
210414704,2021-04-15 05:00:00
240312341,2024-03-15 13:00:00
210105403,2021-01-09 09:00:00
210905612,2021-09-09 17:00:00
211110972,2021-11-11 14:00:00
220411330,2022-04-12 10:00:00
240208121,2024-02-11 10:00:00
231707372,2023-12-08 12:00:00
222015627,2022-12-20 00:00:00
210912916,2021-09-17 14:00:00
221413392,2022-12-17 01:00:00
211812720,2021-12-14 16:00:00
212109572,2021-12-12 19:00:00
201516500,2020-12-20 20:00:00
201315102,2020-12-19 01:00:00
230610665,2023-06-12 08:00:00
232016274,2023-12-21 04:00:00
200317102,2020-03-20 14:00:00
240311272,2024-03-15 03:00:00
220705101,2022-07-06 20:00:00
221110172,2022-11-15 07:00:00
211013743,2021-10-15 09:00:00
231109055,2023-11-14 00:00:00
220808468,2022-08-13 13:00:00
211010550,2021-10-11 07:00:00
201014836,2020-10-15 14:00:00
231707915,2023-12-08 20:00:00
201225971,2020-12-27 15:00:00
211008385,2021-10-11 16:00:00
211421267,2021-12-24 13:00:00
202008736,2020-12-12 15:00:00
212007756,2021-12-09 14:00:00
240200595,2020-01-06 04:00:00
220814757,2022-08-18 06:00:00
210707206,2021-07-12 16:00:00
221113627,2022-11-15 02:00:00
200409039,2020-04-12 13:00:00
220511902,2022-05-14 16:00:00
241414383,2024-12-17 00:00:00
241905347,2024-12-08 23:00:00
230917504,2023-09-20 18:00:00
221509105,2022-12-14 21:00:00
221506411,2022-12-10 04:00:00
240611999,2024-06-15 17:00:00
201712763,2020-12-16 11:00:00
201321956,2020-12-24 17:00:00
240606846,2024-06-11 12:00:00
240309662,2024-03-13 10:00:00
231513822,2023-12-15 22:00:00
201821700,2020-12-23 18:00:00
220608227,2022-06-12 07:00:00
200219094,2020-02-23 01:00:00
220308718,2022-03-11 23:00:00
201225075,2020-12-29 22:00:00
231816489,2023-12-20 12:00:00
211713003,2021-12-15 15:00:00
221420710,2022-12-21 04:00:00
231417730,2023-12-22 18:00:00
211013019,2021-10-16 03:00:00
231110392,2023-11-14 03:00:00
201908329,2020-12-13 14:00:00
202105458,2020-12-06 23:00:00
200210778,2020-02-12 13:00:00
211408905,2021-12-10 02:00:00
201707671,2020-12-11 08:00:00
211313551,2021-12-16 19:00:00
221114926,2022-11-18 20:00:00
220711593,2022-07-12 10:00:00
221409640,2022-12-14 12:00:00
201819292,2020-12-22 20:00:00
221608333,2022-12-12 17:00:00
231215922,2023-12-16 19:00:00
221221470,2022-12-22 07:00:00
221704042,2022-12-07 07:00:00
221017175,2022-10-18 13:00:00
240116431,2024-01-17 20:00:00
230120451,2023-01-21 14:00:00
231221580,2023-12-23 22:00:00
231817975,2023-12-20 00:00:00
212110963,2021-12-11 10:00:00
211105561,2021-11-06 09:00:00
210108135,2021-01-11 11:00:00
231210177,2023-12-14 04:00:00
201107307,2020-11-09 16:00:00
220201000,2022-02-05 18:00:00
240214467,2024-02-16 05:00:00
221605185,2022-12-07 02:00:00
230713773,2023-07-18 12:00:00
230911129,2023-09-16 21:00:00
200706867,2020-07-08 15:00:00
201415404,2020-12-20 04:00:00
221009269,2022-10-11 14:00:00
231511868,2023-12-14 14:00:00
201221474,2020-12-24 21:00:00
220705319,2022-07-06 14:00:00
201507261,2020-12-10 21:00:00
202107032,2020-12-12 05:00:00
220806806,2022-08-07 14:00:00
210710807,2021-07-13 18:00:00
210316059,2021-03-19 20:00:00
230205280,2023-02-09 22:00:00
210217208,2021-02-20 14:00:00
211504916,2021-12-07 06:00:00
221415783,2022-12-19 15:00:00
240120198,2024-01-21 07:00:00
242013036,2024-12-17 18:00:00
230916738,2023-09-19 18:00:00
230505312,2023-05-08 22:00:00
201015772,2020-10-18 00:00:00
231106337,2023-11-10 08:00:00
241508798,2024-12-09 18:00:00
230613346,2023-06-14 19:00:00
211814336,2021-12-18 09:00:00
220413341,2022-04-15 19:00:00
210906952,2021-09-09 07:00:00
201611423,2020-12-13 19:00:00
201613988,2020-12-16 21:00:00
211607125,2021-12-09 20:00:00
210704167,2021-07-05 20:00:00
230716556,2023-07-17 09:00:00
231215026,2023-12-19 01:00:00
240310294,2024-03-15 11:00:00
241216021,2024-12-18 02:00:00
231808609,2023-12-11 10:00:00
231009442,2023-10-13 05:00:00
220307193,2022-03-09 04:00:00
211711388,2021-12-16 11:00:00
221704732,2022-12-09 16:00:00
200912872,2020-09-15 05:00:00
200515719,2020-05-18 15:00:00
231220091,2023-12-23 23:00:00
232010093,2023-12-13 03:00:00
242006087,2024-12-10 02:00:00
221600835,2020-01-03 07:00:00
232108546,2023-12-12 17:00:00
201606254,2020-12-09 02:00:00
220217410,2022-02-21 00:00:00
200120844,2020-01-23 17:00:00
240315115,2024-03-16 14:00:00
211218855,2021-12-21 21:00:00
222110407,2022-12-13 18:00:00
210710174,2021-07-14 20:00:00
200617635,2020-06-20 03:00:00
201918461,2020-12-20 15:00:00
201513938,2020-12-14 19:00:00
200619605,2020-06-24 10:00:00
210711375,2021-07-16 07:00:00
201417745,2020-12-18 20:00:00
241110823,2024-11-14 22:00:00
211312409,2021-12-15 20:00:00
241912929,2024-12-16 03:00:00
220208295,2022-02-10 01:00:00
241509200,2024-12-10 09:00:00
212009466,2021-12-13 03:00:00
200217095,2020-02-18 07:00:00
231701377,2023-12-06 04:00:00
222004632,2022-12-08 14:00:00
230615468,2023-06-18 21:00:00
221812540,2022-12-17 13:00:00
220123439,2022-01-28 23:00:00
231219307,2023-12-21 13:00:00
241304957,2024-12-05 15:00:00
221220376,2022-12-25 13:00:00
220906898,2022-09-09 01:00:00
210405790,2021-04-08 06:00:00
241712254,2024-12-16 14:00:00
201715826,2020-12-17 11:00:00
211914578,2021-12-15 21:00:00
241508621,2024-12-11 17:00:00
220205346,2022-02-08 01:00:00
231514306,2023-12-18 08:00:00
211308888,2021-12-10 03:00:00
220612563,2022-06-16 02:00:00
201809150,2020-12-11 20:00:00
221817556,2022-12-22 00:00:00
221410019,2022-12-11 10:00:00
211500762,2020-01-03 04:00:00
240907127,2024-09-12 06:00:00
241813530,2024-12-14 17:00:00
210215332,2021-02-17 18:00:00
221008161,2022-10-10 07:00:00
211200756,2020-01-04 04:00:00
231705439,2023-12-10 00:00:00
202012103,2020-12-15 04:00:00
201316740,2020-12-18 17:00:00
200916660,2020-09-19 05:00:00
220220825,2022-02-21 21:00:00
212005208,2021-12-06 04:00:00
200911671,2020-09-12 11:00:00
222005543,2022-12-07 18:00:00
201420105,2020-12-23 00:00:00
200513998,2020-05-15 08:00:00
210316626,2021-03-17 04:00:00
221217777,2022-12-21 16:00:00
230321242,2023-03-22 23:00:00
220412140,2022-04-13 15:00:00
200517693,2020-05-21 11:00:00
231605917,2023-12-10 18:00:00
220404358,2022-04-05 14:00:00
240409739,2024-04-14 07:00:00
221606373,2022-12-11 01:00:00
240704737,2024-07-09 09:00:00
201227289,2020-12-31 20:00:00
220317160,2022-03-18 01:00:00
222006159,2022-12-10 12:00:00
231817538,2023-12-21 21:00:00
240707255,2024-07-08 15:00:00
241407578,2024-12-11 02:00:00
200415613,2020-04-16 10:00:00
210904386,2021-09-09 04:00:00
231208310,2023-12-09 04:00:00
201714536,2020-12-17 19:00:00
200120210,2020-01-25 17:00:00
230713871,2023-07-16 12:00:00
221304093,2022-12-09 16:00:00
200709486,2020-07-12 14:00:00
231714514,2023-12-19 19:00:00
230612734,2023-06-16 03:00:00
220904219,2022-09-05 20:00:00
240112928,2024-01-17 23:00:00
230509122,2023-05-11 13:00:00
221307324,2022-12-11 07:00:00
201317146,2020-12-21 10:00:00
231810310,2023-12-14 12:00:00
241310251,2024-12-14 23:00:00
201910798,2020-12-11 10:00:00
211212101,2021-12-16 10:00:00
231910519,2023-12-13 11:00:00
222114622,2022-12-16 21:00:00
212013220,2021-12-17 02:00:00
220618308,2022-06-19 02:00:00
200319907,2020-03-20 13:00:00
221017181,2022-10-18 23:00:00
211419856,2021-12-22 04:00:00
212112136,2021-12-17 01:00:00
221206118,2022-12-11 17:00:00
230314212,2023-03-19 10:00:00
240107272,2024-01-08 13:00:00
242009815,2024-12-12 21:00:00
221312237,2022-12-16 23:00:00
230607282,2023-06-08 09:00:00
200404728,2020-04-09 09:00:00
222018851,2022-12-21 03:00:00
232012335,2023-12-17 16:00:00
230507082,2023-05-09 04:00:00
211213059,2021-12-17 07:00:00
211700608,2020-01-02 11:00:00
231105445,2023-11-10 11:00:00
210704129,2021-07-05 08:00:00
231104929,2023-11-09 07:00:00
231404258,2023-12-08 17:00:00
220207944,2022-02-12 19:00:00
220715585,2022-07-20 00:00:00
220505017,2022-05-10 21:00:00
230812652,2023-08-15 00:00:00
221412638,2022-12-14 08:00:00
230221083,2023-02-24 10:00:00
241314919,2024-12-17 00:00:00
230413361,2023-04-15 04:00:00
230808417,2023-08-13 21:00:00
232116607,2023-12-20 02:00:00
211215067,2021-12-17 23:00:00
201409385,2020-12-10 02:00:00
221114129,2022-11-19 06:00:00
220712701,2022-07-16 13:00:00
210709283,2021-07-13 10:00:00
201006513,2020-10-08 11:00:00
221113482,2022-11-16 23:00:00
210217650,2021-02-20 18:00:00
211216957,2021-12-21 02:00:00
210412628,2021-04-13 04:00:00
201410114,2020-12-12 19:00:00
211422275,2021-12-23 21:00:00
200112009,2020-01-13 08:00:00
240707451,2024-07-11 21:00:00
222005649,2022-12-09 15:00:00
201314474,2020-12-19 14:00:00
201409310,2020-12-13 08:00:00
220705168,2022-07-07 16:00:00
221004228,2022-10-05 11:00:00
202017210,2020-12-21 03:00:00
231814001,2023-12-17 21:00:00
201411223,2020-12-16 15:00:00
230813821,2023-08-18 21:00:00
220714475,2022-07-17 01:00:00
210908375,2021-09-10 12:00:00
221321137,2022-12-26 01:00:00
211205950,2021-12-06 06:00:00
241111238,2024-11-14 06:00:00
231006422,2023-10-08 08:00:00
240613672,2024-06-16 10:00:00
221207326,2022-12-08 00:00:00
221311407,2022-12-15 23:00:00
221508542,2022-12-12 05:00:00
220110018,2022-01-12 12:00:00
210517114,2021-05-22 22:00:00
231220523,2023-12-22 16:00:00
200808713,2020-08-13 21:00:00
232110541,2023-12-13 02:00:00
231716893,2023-12-20 23:00:00
221319950,2022-12-20 13:00:00
220414298,2022-04-15 14:00:00
211213968,2021-12-14 10:00:00
210411398,2021-04-16 13:00:00
200914685,2020-09-19 12:00:00
242109763,2024-12-13 09:00:00
210112898,2021-01-13 12:00:00
232018992,2023-12-19 10:00:00
221610009,2022-12-12 19:00:00
231610042,2023-12-14 22:00:00
231216290,2023-12-19 02:00:00
241711665,2024-12-15 03:00:00
